gen,mavg,max,directory,plot,environment,random_seed,number_generations,type,number_neurons,delta_t,normalize_input,normalize_input_target,optimize_state_boundaries,clipping_range_max,clipping_range_min,optimize_y0,set_principle_diagonal_elements_of_W_negative,w_mask,w_mask_param,v_mask,v_mask_param,t_mask,t_mask_param,parameter_perturbations,population_size,checkpoint_frequency,initial_gene_range,mate_indpb_1,mate_indpb_2,mutation_Gaussian_sigma_1,mutation_Gaussian_sigma_2,mutation_Gaussian_sigma_3,mutation_Gaussian_indpb_1,mutation_Gaussian_indpb_2,mutation_Gaussian_indpb_3,elitist_ratio,tournsize,mu,lambda_,mutpb,include_parents_in_next_generation,keep_env_seed_fixed_during_generation,number_fitness_runs,reuse_env,mate_indpb
50,-81.35138398154642,-13.229219949777008,2020-06-05_17-03-16,,BipedalWalker-v3,0,50,MU_ES,5,0.05,True,10,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,1.5,logarithmic,8,0.0001,100,0,1,0.2,0.4,1.0,1.0,5.0,0.1,0.05,0.001,0.0,5,0.5,0.95,0.5,True,False,1,True,
50,6.086214231933285,9.653344924428648,2020-06-05_15-04-27,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,1,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,8,logarithmic,1.5,0.01,100,0,3,0.3,0.4,5.0,5.0,1.0,0.2,0.02,0.005,0.05,3,0.3,0.95,0.8,True,False,1,True,
50,-2.7960822522114883,-0.49448260534932237,2020-06-05_13-14-00,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,1,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,2,logarithmic,8,0.001,100,0,3,0.2,0.5,1.0,1.0,5.0,0.2,0.02,0.001,0.0,5,0.3,0.9,0.9,True,False,1,True,
50,-84.72855498375502,-10.49586596033104,2020-06-05_17-24-27,,BipedalWalker-v3,0,50,MU_ES,5,0.5,True,5,global,1.0,-1.0,False,False,logarithmic,2,logarithmic,2,logarithmic,2,0.0,100,0,2,0.1,0.5,1.0,5.0,5.0,0.2,0.05,0.005,0.0,3,0.1,0.5,0.5,True,False,1,True,
50,-90.37971411498984,-65.75519443963404,2020-06-06_19-02-49,,BipedalWalker-v3,0,50,MU_ES,7,0.1,True,10,global,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.001,100,0,0.5,,,1.0,1.0,,0.1,0.01,,0.05,3,0.3,1.0,0.5,True,False,1,True,0.3
50,-45.94823823864887,6.252572747787761,2020-06-06_14-31-00,,BipedalWalker-v3,0,50,MU_ES,5,0.5,False,10,per_neuron,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,2,0.001,100,0,5,,,1.0,1.0,,0.3,0.01,,0.0,3,0.2,1.0,0.5,True,False,1,True,0.3
50,-39.857604462636935,-36.16456097333921,2020-06-05_14-34-35,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,global,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,8,0.0,100,0,3,0.2,0.4,5.0,1.0,1.0,0.2,0.01,0.005,0.05,5,0.1,0.95,0.95,True,False,1,True,
50,-98.04017715830021,-95.86119611190139,2020-06-05_14-04-04,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,10,global,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,8,0.01,100,0,10,0.1,0.5,5.0,1.0,1.0,0.2,0.05,0.002,0.0,3,0.1,0.7,0.8,True,False,1,True,
50,-87.34468956483107,-2.6257125265864882,2020-06-06_14-36-47,,BipedalWalker-v3,0,50,MU_ES,10,0.1,False,1,global,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,2,logarithmic,1.5,0.01,100,0,2,,,1.0,5.0,,0.3,0.003,,0.05,3,0.2,1.0,0.8,True,False,1,True,0.3
50,46.146835314858194,63.780187415971874,2020-06-05_17-25-15,,BipedalWalker-v3,0,50,MU_ES,5,0.5,True,10,fixed,1.0,-1.0,True,True,logarithmic,8,logarithmic,1.5,logarithmic,8,0.001,100,0,3,0.1,0.5,5.0,1.0,5.0,0.2,0.02,0.005,0.0,3,0.3,0.5,0.9,True,False,1,True,
50,-101.88486000988925,-101.70617401771787,2020-06-05_16-23-15,,BipedalWalker-v3,0,50,MU_ES,10,0.01,False,10,global,1.0,-1.0,True,False,logarithmic,2,logarithmic,8,logarithmic,2,0.001,100,0,20,0.1,0.5,5.0,5.0,1.0,0.1,0.05,0.005,0.05,3,0.05,0.5,0.8,True,False,1,True,
50,-99.13087829720703,-98.74115817174106,2020-06-05_16-23-41,,BipedalWalker-v3,0,50,MU_ES,5,0.5,False,5,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,1.5,logarithmic,2,0.01,100,0,10,0.3,0.5,5.0,1.0,1.0,0.1,0.05,0.002,0.05,3,0.05,0.5,0.8,True,False,1,True,
50,-95.93076083959427,-70.05384311588341,2020-06-05_15-20-10,,BipedalWalker-v3,0,50,MU_ES,10,1.0,False,1,global,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.0,100,0,10,0.1,0.4,1.0,1.0,1.0,0.1,0.02,0.005,0.0,3,0.5,0.9,0.5,True,False,1,True,
50,-91.55173188815336,-72.39501552123133,2020-06-06_19-20-55,,BipedalWalker-v3,0,50,MU_ES,7,1.0,True,1,legacy,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,2,logarithmic,2,0.0,100,0,5,,,1.0,5.0,,0.3,0.001,,0.0,5,0.2,1.0,0.5,True,False,1,True,0.5
50,-98.42656325703305,-97.58820685397653,2020-06-06_16-04-39,,BipedalWalker-v3,0,50,MU_ES,7,0.1,True,10,per_neuron,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.1,100,0,5,,,5.0,5.0,,0.1,0.001,,0.2,3,0.2,1.0,0.8,True,False,1,True,0.5
50,-72.60330452599653,-40.248105621527976,2020-06-06_15-42-38,,BipedalWalker-v3,0,50,MU_ES,7,1.0,False,1,fixed,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.0,100,0,2,,,1.0,5.0,,0.3,0.003,,0.05,5,0.3,1.0,0.8,True,False,1,True,0.5
50,-87.2999093832583,-41.639889209631676,2020-06-06_14-38-20,,BipedalWalker-v3,0,50,MU_ES,7,0.25,True,10,global,1.0,-1.0,False,False,logarithmic,8,logarithmic,1.5,logarithmic,2,0.001,100,0,1,,,5.0,5.0,,0.3,0.01,,0.05,3,0.5,1.0,0.8,True,False,1,True,0.3
50,-99.58887444173537,-99.5519076743079,2020-06-05_13-42-37,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,legacy,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,1.5,0.01,100,0,20,0.3,0.5,5.0,1.0,5.0,0.1,0.01,0.002,0.0,5,0.05,0.95,0.99,True,False,1,True,
50,144.2990724115944,169.85077029584477,2020-06-06_14-17-51,,BipedalWalker-v3,0,50,MU_ES,7,0.1,False,5,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,1.5,logarithmic,8,0.001,100,0,5,,,1.0,5.0,,0.3,0.03,,0.05,5,0.2,1.0,0.5,True,False,1,True,0.5
50,-94.30585892238828,-41.66353728881074,2020-06-06_18-09-59,,BipedalWalker-v3,0,50,MU_ES,7,1.0,True,10,global,1.0,-1.0,True,False,logarithmic,8,logarithmic,2,logarithmic,1.5,0.01,100,0,2,,,5.0,5.0,,0.3,0.01,,0.05,3,0.3,1.0,0.9,True,False,1,True,0.5
50,-97.65756304191582,-96.0881986621718,2020-06-05_18-48-41,,BipedalWalker-v3,0,50,MU_ES,20,1.0,True,20,fixed,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,8,logarithmic,1.5,0.0,100,0,2,0.2,0.5,1.0,5.0,1.0,0.1,0.01,0.001,0.0,5,0.05,0.5,0.9,True,False,1,True,
50,-93.72508981792046,-86.06216189398684,2020-06-05_19-06-08,,BipedalWalker-v3,0,50,MU_ES,10,1.0,False,20,fixed,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,2,logarithmic,8,0.0,100,0,3,0.3,0.5,5.0,5.0,1.0,0.1,0.05,0.005,0.0,5,0.3,0.5,0.9,True,False,1,True,
50,-100.43529734790802,-100.33616204319992,2020-06-05_18-19-48,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,20,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,8,logarithmic,2,0.01,100,0,20,0.3,0.5,1.0,1.0,5.0,0.1,0.01,0.005,0.0,3,0.05,0.7,0.8,True,False,1,True,
50,-76.24175512134119,-15.905804439351353,2020-06-05_18-36-18,,BipedalWalker-v3,0,50,MU_ES,5,0.05,True,5,global,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,8,logarithmic,1.5,0.001,100,0,1,0.2,0.4,5.0,1.0,5.0,0.1,0.05,0.001,0.1,5,0.05,0.5,0.8,True,False,1,True,
50,-78.24279981612153,-20.55601501381594,2020-06-05_17-47-57,,BipedalWalker-v3,0,50,MU_ES,20,0.01,False,10,legacy,1.0,-1.0,True,False,logarithmic,2,logarithmic,2,logarithmic,1.5,0.0,100,0,3,0.1,0.5,5.0,5.0,5.0,0.2,0.01,0.002,0.1,5,0.05,0.7,0.9,True,False,1,True,
50,-79.61818610338717,22.561458822510758,2020-06-06_19-32-27,,BipedalWalker-v3,0,50,MU_ES,10,0.25,True,10,fixed,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,2,logarithmic,2,0.1,100,0,2,,,5.0,1.0,,0.1,0.01,,0.1,3,0.5,1.0,0.5,True,False,1,True,0.5
50,-99.09412668707844,-98.55934273230379,2020-06-05_14-06-17,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,1,global,1.0,-1.0,True,True,logarithmic,8,logarithmic,2,logarithmic,1.5,0.0,100,0,10,0.1,0.5,5.0,5.0,5.0,0.2,0.02,0.001,0.1,3,0.1,0.95,0.95,True,False,1,True,
50,-57.35973708461791,-27.793228644522827,2020-06-05_17-05-21,,BipedalWalker-v3,0,50,MU_ES,10,0.01,False,1,fixed,1.0,-1.0,False,False,logarithmic,2,logarithmic,2,logarithmic,8,0.0001,100,0,2,0.3,0.4,5.0,5.0,1.0,0.1,0.02,0.002,0.0,3,0.5,0.9,0.9,True,False,1,True,
50,-89.95212913833846,-6.003150840753801,2020-06-05_16-27-57,,BipedalWalker-v3,0,50,MU_ES,10,0.05,True,1,legacy,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,1.5,logarithmic,1.5,0.01,100,0,0.5,0.3,0.4,1.0,1.0,1.0,0.1,0.02,0.001,0.0,3,0.5,0.7,0.5,True,False,1,True,
50,-16.41451017067995,-11.02220747842299,2020-06-06_16-46-14,,BipedalWalker-v3,0,50,MU_ES,5,0.5,True,5,legacy,1.0,-1.0,True,True,logarithmic,2,logarithmic,8,logarithmic,1.5,0.0,100,0,5,,,1.0,5.0,,0.1,0.03,,0.2,3,0.5,1.0,0.5,True,False,1,True,0.5
50,-94.13469248618206,-89.08163225420269,2020-06-06_19-19-37,,BipedalWalker-v3,0,50,MU_ES,5,1.0,True,5,fixed,1.0,-1.0,False,False,logarithmic,2,logarithmic,8,logarithmic,1.5,0.0,100,0,5,,,5.0,1.0,,0.1,0.01,,0.2,3,0.5,1.0,0.5,True,False,1,True,0.3
50,-99.44528638580005,-98.71000801565387,2020-06-05_18-06-09,,BipedalWalker-v3,0,50,MU_ES,10,0.01,False,10,global,1.0,-1.0,True,True,logarithmic,8,logarithmic,2,logarithmic,8,0.01,100,0,10,0.1,0.4,1.0,1.0,1.0,0.2,0.01,0.001,0.0,5,0.05,0.5,0.5,True,False,1,True,
50,-96.54597445646748,-94.51937534250185,2020-06-05_17-43-05,,BipedalWalker-v3,0,50,MU_ES,20,1.0,False,20,legacy,1.0,-1.0,True,False,logarithmic,8,logarithmic,1.5,logarithmic,2,0.01,100,0,10,0.2,0.5,1.0,5.0,1.0,0.2,0.01,0.002,0.0,3,0.05,0.9,0.99,True,False,1,True,
50,-5.566513716312075,171.79142338212768,2020-06-06_12-15-12,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,5,per_neuron,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.1,100,0,1,,,1.0,5.0,,0.1,0.03,,0.0,3,0.2,1.0,0.5,True,False,1,True,0.3
50,-98.20506252909995,-91.51217419927653,2020-06-05_14-25-29,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,10,global,1.0,-1.0,False,True,logarithmic,2,logarithmic,8,logarithmic,8,0.0001,100,0,3,0.2,0.4,1.0,1.0,5.0,0.2,0.05,0.002,0.1,5,0.1,0.95,0.9,True,False,1,True,
50,-97.94755903297909,-97.05194171173815,2020-06-05_16-33-43,,BipedalWalker-v3,0,50,MU_ES,20,1.0,False,5,global,1.0,-1.0,True,False,logarithmic,8,logarithmic,2,logarithmic,8,0.001,100,0,10,0.2,0.5,1.0,1.0,1.0,0.2,0.01,0.002,0.05,5,0.3,0.9,0.8,True,False,1,True,
50,-98.46110663327974,-97.45500938955578,2020-06-05_14-54-36,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,fixed,1.0,-1.0,True,True,logarithmic,2,logarithmic,1.5,logarithmic,2,0.0,100,0,3,0.2,0.5,1.0,1.0,5.0,0.2,0.05,0.002,0.0,5,0.05,0.9,0.9,True,False,1,True,
50,-98.51576274441446,-98.4473345821879,2020-06-05_17-13-35,,BipedalWalker-v3,0,50,MU_ES,10,1.0,True,20,fixed,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,2,logarithmic,8,0.001,100,0,20,0.1,0.5,5.0,1.0,5.0,0.1,0.02,0.001,0.1,5,0.05,0.9,0.5,True,False,1,True,
50,148.59042862167377,174.05112179896534,2020-06-05_15-34-38,,BipedalWalker-v3,0,50,MU_ES,5,0.5,False,10,fixed,1.0,-1.0,True,False,logarithmic,8,logarithmic,1.5,logarithmic,8,0.0,100,0,1,0.2,0.5,5.0,1.0,1.0,0.2,0.05,0.002,0.1,5,0.3,0.9,0.8,True,False,1,True,
50,-98.89125593108227,-96.80677953255001,2020-06-05_13-53-34,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,fixed,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,2,0.0,100,0,10,0.3,0.4,1.0,1.0,1.0,0.1,0.02,0.002,0.0,3,0.3,0.7,0.99,True,False,1,True,
50,-90.36477143595955,-14.772462627583408,2020-06-06_16-18-05,,BipedalWalker-v3,0,50,MU_ES,5,0.1,True,5,fixed,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,1.5,logarithmic,1.5,0.0,100,0,2,,,5.0,5.0,,0.1,0.01,,0.2,3,0.5,1.0,0.5,True,False,1,True,0.5
50,-100.41344399700924,-99.74373430019885,2020-06-05_15-41-07,,BipedalWalker-v3,0,50,MU_ES,5,0.01,False,1,global,1.0,-1.0,True,False,logarithmic,8,logarithmic,1.5,logarithmic,1.5,0.0001,100,0,20,0.2,0.5,1.0,1.0,5.0,0.1,0.05,0.002,0.0,3,0.05,0.7,0.8,True,False,1,True,
50,-88.4322349009931,-4.639725014830044,2020-06-06_14-40-06,,BipedalWalker-v3,0,50,MU_ES,10,0.1,False,10,global,1.0,-1.0,True,True,logarithmic,8,logarithmic,1.5,logarithmic,8,0.0,100,0,0.5,,,1.0,1.0,,0.1,0.003,,0.0,3,0.2,1.0,0.8,True,False,1,True,0.3
50,-22.609402400675343,-4.9490840130693705,2020-06-05_14-07-07,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,5,legacy,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,2,0.001,100,0,3,0.3,0.4,1.0,5.0,1.0,0.2,0.05,0.005,0.0,5,0.1,0.9,0.9,True,False,1,True,
50,15.878172202296353,44.053904764287175,2020-06-06_19-12-08,,BipedalWalker-v3,0,50,MU_ES,10,0.25,True,10,global,1.0,-1.0,True,False,logarithmic,2,logarithmic,1.5,logarithmic,1.5,0.0,100,0,0.5,,,1.0,5.0,,0.1,0.03,,0.1,5,0.5,1.0,0.9,True,False,1,True,0.5
50,11.492546940904667,83.36912893067202,2020-06-06_17-54-40,,BipedalWalker-v3,0,50,MU_ES,7,1.0,True,5,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,2,logarithmic,8,0.001,100,0,0.5,,,5.0,1.0,,0.1,0.03,,0.0,5,0.5,1.0,0.8,True,False,1,True,0.3
50,-96.03588988449663,-52.170313963129836,2020-06-06_19-45-03,,BipedalWalker-v3,0,50,MU_ES,10,1.0,True,10,per_neuron,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,2,logarithmic,2,0.001,100,0,5,,,1.0,1.0,,0.3,0.001,,0.05,5,0.3,1.0,0.8,True,False,1,True,0.3
50,-83.40589117869295,-62.42153169609313,2020-06-06_15-44-03,,BipedalWalker-v3,0,50,MU_ES,7,0.25,True,1,fixed,1.0,-1.0,False,True,logarithmic,2,logarithmic,1.5,logarithmic,8,0.001,100,0,5,,,5.0,1.0,,0.1,0.003,,0.0,5,0.3,1.0,0.9,True,False,1,True,0.5
50,-99.35363509937036,-98.94423773426173,2020-06-05_19-07-23,,BipedalWalker-v3,0,50,MU_ES,20,0.01,True,10,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,1.5,logarithmic,2,0.01,100,0,10,0.2,0.4,1.0,5.0,5.0,0.1,0.01,0.005,0.0,5,0.5,0.9,0.95,True,False,1,True,
50,-91.30691315262177,-89.35053665288753,2020-06-05_15-43-38,,BipedalWalker-v3,0,50,MU_ES,20,0.01,False,5,legacy,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,2,logarithmic,2,0.0001,100,0,0.5,0.1,0.5,1.0,5.0,5.0,0.1,0.02,0.005,0.0,3,0.1,0.7,0.5,True,False,1,True,
50,-99.28866498747819,-99.0425492226167,2020-06-05_18-49-18,,BipedalWalker-v3,0,50,MU_ES,20,1.0,False,1,legacy,1.0,-1.0,True,True,logarithmic,2,logarithmic,2,logarithmic,8,0.01,100,0,20,0.3,0.5,5.0,5.0,1.0,0.2,0.01,0.001,0.0,3,0.3,0.5,0.99,True,False,1,True,
50,-99.86184210898989,-99.70066161859995,2020-06-05_17-44-37,,BipedalWalker-v3,0,50,MU_ES,10,0.05,False,20,global,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,2,logarithmic,8,0.01,100,0,10,0.1,0.4,1.0,5.0,1.0,0.2,0.02,0.002,0.0,5,0.05,0.7,0.99,True,False,1,True,
50,-3.7968041817396068,-1.2179057308806687,2020-06-05_18-08-17,,BipedalWalker-v3,0,50,MU_ES,10,0.05,True,10,global,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,1.5,0.0,100,0,2,0.3,0.4,1.0,1.0,1.0,0.2,0.01,0.005,0.0,5,0.5,0.7,0.5,True,False,1,True,
50,-76.9160652127836,-52.24916712938324,2020-06-05_15-29-35,,BipedalWalker-v3,0,50,MU_ES,20,0.5,True,1,legacy,1.0,-1.0,True,True,logarithmic,8,logarithmic,1.5,logarithmic,8,0.001,100,0,2,0.3,0.5,1.0,1.0,1.0,0.2,0.05,0.005,0.0,5,0.05,0.9,0.95,True,False,1,True,
50,-7.739385699919438,0.10652198986477683,2020-06-05_18-50-32,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,legacy,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,2,logarithmic,8,0.01,100,0,2,0.1,0.4,1.0,1.0,5.0,0.2,0.05,0.001,0.0,5,0.5,0.7,0.5,True,False,1,True,
50,-95.95000396664811,-81.71932393509643,2020-06-06_16-05-48,,BipedalWalker-v3,0,50,MU_ES,7,1.0,False,5,per_neuron,1.0,-1.0,False,True,logarithmic,8,logarithmic,1.5,logarithmic,8,0.01,100,0,5,,,5.0,1.0,,0.3,0.01,,0.0,3,0.3,1.0,0.5,True,False,1,True,0.3
50,-100.93884979868167,-100.82565044418772,2020-06-05_18-47-51,,BipedalWalker-v3,0,50,MU_ES,20,0.01,True,1,fixed,1.0,-1.0,False,False,logarithmic,8,logarithmic,2,logarithmic,2,0.0001,100,0,10,0.2,0.4,5.0,1.0,1.0,0.2,0.02,0.002,0.0,5,0.05,0.95,0.9,True,False,1,True,
50,-97.7184754777109,-97.34938240582395,2020-06-05_18-37-52,,BipedalWalker-v3,0,50,MU_ES,5,0.05,True,5,fixed,1.0,-1.0,True,False,logarithmic,8,logarithmic,1.5,logarithmic,1.5,0.01,100,0,10,0.2,0.4,1.0,5.0,5.0,0.2,0.02,0.001,0.1,5,0.3,0.9,0.9,True,False,1,True,
50,-46.50063874099534,-35.39915851733466,2020-06-05_18-20-28,,BipedalWalker-v3,0,50,MU_ES,10,0.5,True,1,global,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,8,logarithmic,8,0.001,100,0,1,0.1,0.4,5.0,1.0,1.0,0.2,0.02,0.005,0.1,3,0.05,0.9,0.8,True,False,1,True,
50,-101.84711663650346,-101.13620899616205,2020-06-05_14-15-48,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,global,1.0,-1.0,True,True,logarithmic,2,logarithmic,1.5,logarithmic,8,0.01,100,0,20,0.1,0.4,1.0,5.0,1.0,0.2,0.05,0.002,0.1,3,0.1,0.9,0.8,True,False,1,True,
50,50.01997480716316,80.70886953836857,2020-06-06_19-46-19,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,1,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,2,logarithmic,8,0.001,100,0,5,,,1.0,1.0,,0.3,0.001,,0.0,5,0.5,1.0,0.9,True,False,1,True,0.5
50,-28.176201593677664,3.0133685094915945,2020-06-06_18-36-30,,BipedalWalker-v3,0,50,MU_ES,5,0.5,True,10,per_neuron,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,2,0.1,100,0,1,,,5.0,1.0,,0.1,0.001,,0.0,3,0.5,1.0,0.5,True,False,1,True,0.3
50,-98.78383645064297,-94.0179845664715,2020-06-05_14-05-32,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,20,fixed,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.001,100,0,10,0.2,0.4,1.0,1.0,1.0,0.1,0.01,0.005,0.0,3,0.05,0.7,0.9,True,False,1,True,
50,-1.4920872431966399,20.71412059268724,2020-06-05_17-56-23,,BipedalWalker-v3,0,50,MU_ES,10,0.05,True,5,legacy,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.001,100,0,3,0.3,0.5,5.0,5.0,1.0,0.2,0.05,0.001,0.1,3,0.5,0.9,0.8,True,False,1,True,
50,-84.18064776484103,-62.952256323901004,2020-06-05_14-21-03,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,5,fixed,1.0,-1.0,False,True,logarithmic,8,logarithmic,1.5,logarithmic,8,0.01,100,0,10,0.1,0.4,5.0,5.0,5.0,0.1,0.02,0.005,0.1,5,0.3,0.7,0.9,True,False,1,True,
50,-94.99630140464552,-92.56565652361375,2020-06-05_17-32-21,,BipedalWalker-v3,0,50,MU_ES,20,0.01,False,1,fixed,1.0,-1.0,False,False,logarithmic,8,logarithmic,2,logarithmic,2,0.0001,100,0,3,0.1,0.4,5.0,5.0,5.0,0.1,0.01,0.002,0.0,3,0.5,0.7,0.5,True,False,1,True,
50,-91.15897891521905,-90.15788534882455,2020-06-05_14-12-43,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,1,legacy,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,2,0.0001,100,0,3,0.1,0.4,1.0,1.0,5.0,0.1,0.02,0.002,0.0,3,0.05,0.9,0.9,True,False,1,True,
50,-92.06623629562304,-88.82554496561956,2020-06-05_16-47-55,,BipedalWalker-v3,0,50,MU_ES,10,1.0,True,20,legacy,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,1.5,logarithmic,1.5,0.0001,100,0,20,0.3,0.4,1.0,1.0,1.0,0.2,0.02,0.005,0.0,5,0.1,0.7,0.9,True,False,1,True,
50,-74.73759644541977,-23.890021573320258,2020-06-05_14-19-08,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,5,legacy,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.0,100,0,10,0.3,0.4,1.0,1.0,5.0,0.2,0.02,0.005,0.05,5,0.1,0.9,0.99,True,False,1,True,
50,-97.77430112711714,-95.9968534043825,2020-06-05_14-56-16,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,1,legacy,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,2,0.001,100,0,20,0.2,0.4,5.0,1.0,5.0,0.2,0.01,0.005,0.0,3,0.1,0.95,0.95,True,False,1,True,
50,-98.60090565321454,-97.95824565293898,2020-06-05_17-18-38,,BipedalWalker-v3,0,50,MU_ES,10,0.5,True,1,fixed,1.0,-1.0,False,True,logarithmic,2,logarithmic,8,logarithmic,2,0.0001,100,0,3,0.1,0.5,5.0,1.0,1.0,0.1,0.05,0.005,0.1,3,0.1,0.5,0.5,True,False,1,True,
50,-102.24466610272482,-101.51246991019465,2020-06-05_17-42-27,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,fixed,1.0,-1.0,False,False,logarithmic,2,logarithmic,1.5,logarithmic,1.5,0.001,100,0,20,0.3,0.4,5.0,1.0,5.0,0.1,0.02,0.002,0.1,3,0.05,0.7,0.8,True,False,1,True,
